id,chain,dept,category,company,brand,date,productsize,productmeasure,purchasequantity,purchaseamount
86246,205,16,1604,102200020,13228,2012-05-18,14,CT,1,1.29
86246,205,70,7001,104116343,5845,2012-05-18,16,OZ,1,0.79
86246,205,9,922,102430020,10577,2012-05-18,13,OZ,1,1.69
86246,205,26,2628,104116343,8435,2012-05-18,1,RL,1,0.88
86246,205,33,3315,102620020,4615,2012-05-18,5.25,OZ,1,1.49
86246,205,21,2117,108768484,2903,2012-05-18,60,OZ,2,6.78
86246,205,36,3628,107800070,17587,2012-05-18,144,OZ,1,3.99
86246,205,36,3632,107800070,4354,2012-05-18,144,OZ,2,7.98
86246,205,55,5552,108793282,13877,2012-05-19,56,OZ,2,11.98
86246,205,36,3634,1078616272,7237,2012-05-19,33.8,OZ,2,3.38
86246,205,7,707,102550020,6550,2012-05-19,27.8,OZ,1,12.39
86246,205,34,3405,101111111,5168,2012-05-19,8,OZ,1,3.89
86246,205,51,5129,101450010,20864,2012-05-19,21,OZ,1,5.75
86246,205,36,3601,104900040,3809,2012-05-19,67.6,OZ,1,1.89
86246,205,9,911,104113040,15294,2012-05-19,1.75,OZ,1,1.49
86246,205,33,3303,102840020,10241,2012-05-19,10.5,OZ,1,4.29
86246,205,64,6401,101820010,2510,2012-05-19,144,OZ,1,8.89
86246,205,31,3101,101116616,15266,2012-05-19,2.5,OZ,1,2.09
86246,205,21,2106,103120030,12957,2012-05-19,64,OZ,1,3.99
86246,205,64,6401,103410030,11704,2012-05-19,72,OZ,1,5.99
86246,205,21,2110,101116616,15266,2012-05-19,64,OZ,1,3.99
86246,205,9,908,102430020,10577,2012-05-20,10.6,OZ,1,1.69
86246,205,73,7307,104116747,30343,2012-05-20,5,CT,1,6.65
86246,205,26,2633,104113040,28204,2012-05-20,12,RL,1,4.99
86246,205,63,6315,1074236575,8499,2012-05-20,64,OZ,1,4.59
86246,205,64,6408,108600383,15377,2012-05-20,1.5,LT,1,8.39
86246,205,28,2806,105410050,19509,2012-05-21,16,OZ,1,2.79
86246,205,58,5824,107367575,3012,2012-05-21,16,OZ,1,1.5
86246,205,55,5552,104154848,5603,2012-05-21,48,OZ,1,5.99
86246,205,64,6408,108600383,15377,2012-05-21,1.5,LT,1,8.39
86246,205,0,0,10000,0,2012-05-22,0,,1,-0.19
86246,205,97,9753,10000,0,2012-05-22,1,CT,9,6.21
86246,205,55,5552,104154848,5603,2012-05-23,48,OZ,1,5.99
86246,205,57,5705,104113040,70213,2012-05-23,6,OZ,2,1.58
86246,205,10,1010,101116616,15266,2012-05-23,24,OZ,1,2.59
86246,205,64,6408,108600383,15377,2012-05-23,1.5,LT,1,8.39
86246,205,55,5556,104154848,5603,2012-05-23,48,OZ,2,11.98
86246,205,97,9753,10000,0,2012-05-23,1,CT,1,3.18
86246,205,97,9707,107169171,15583,2012-05-23,2,CT,2,3
86246,205,27,2715,103320030,875,2012-05-24,1.25,LB,1,2.49
86246,205,21,2117,107480676,10585,2012-05-24,48,OZ,1,1
86246,205,4,407,103400030,18947,2012-05-24,2.5,OZ,1,0.99
86246,205,64,6401,101820010,11616,2012-05-24,72,OZ,1,6.29
86246,205,55,5556,104113040,28204,2012-05-24,128,OZ,1,5.49
86246,205,18,1827,104650040,7249,2012-05-24,9,OZ,1,1.69
86246,205,9,907,1065752262,25738,2012-05-24,16,OZ,1,3.89
86246,205,74,7402,104815545,13864,2012-05-24,14,OZ,1,0.89
86246,205,51,5125,1071785474,11614,2012-05-24,8,OZ,2,3.39
86246,205,64,6408,108520080,17797,2012-05-24,0.75,LT,1,5.19
86246,205,9,911,104113040,15294,2012-05-24,5,OZ,1,2.09
86246,205,16,1601,101254616,2481,2012-05-24,5,CT,1,0.79
86246,205,32,3202,101116616,15266,2012-05-25,16,OZ,1,2.39
86246,205,6,610,1061126969,15041,2012-05-25,8.4,OZ,1,1.99
86246,205,63,6315,107996777,31373,2012-05-25,64,OZ,1,3.89
86246,205,6,610,1061126969,15041,2012-05-25,16,OZ,1,3.29
86246,205,70,7005,104650040,12977,2012-05-25,6,OZ,1,5.79
86246,205,26,2620,104116545,16879,2012-05-25,12,CT,1,1
86246,205,64,6408,108088787,25263,2012-05-25,0.75,LT,1,10.79
86246,205,63,6315,101116616,15266,2012-05-25,32,OZ,1,1.69
86246,205,33,3305,102840020,18584,2012-05-26,10,OZ,2,7.98
86246,205,64,6401,108992484,20251,2012-05-26,144,OZ,1,9.59
86246,205,29,2928,107142979,20299,2012-05-26,8,OZ,2,3.19
86246,205,26,2614,103700030,514,2012-05-26,20,CT,1,0.99
86246,205,51,5116,107192171,25673,2012-05-26,28.3,OZ,1,7.69
86246,205,64,6401,108066080,4098,2012-05-26,144,OZ,1,13.49
86246,205,21,2116,104140949,3957,2012-05-26,4.5,OZ,1,0.99
86246,205,64,6401,103410030,11704,2012-05-26,216,OZ,1,13.79
86246,205,21,2105,105200050,7054,2012-05-26,32,OZ,1,1.99
86246,205,33,3305,102840020,18584,2012-05-27,10,OZ,1,3.99
86246,205,64,6408,108600383,15377,2012-05-27,1.5,LT,1,8.39
86246,205,33,3303,102840020,10241,2012-05-27,10,OZ,2,8.58
86246,205,56,5619,102100020,19279,2012-05-27,8,OZ,1,2.99
86246,205,36,3618,104900040,23359,2012-05-27,144,OZ,3,17.37
86246,205,64,6401,107289070,8159,2012-05-27,144,OZ,1,13.59
86246,205,34,3410,104815545,13864,2012-05-27,8,OZ,1,1
86246,205,21,2117,102500020,26108,2012-05-27,67.5,OZ,1,1.99
86246,205,36,3634,105200050,14597,2012-05-27,24,OZ,2,2.78
86246,205,69,6901,102429121,7890,2012-05-27,0.5,OZ,1,1
86246,205,36,3630,107800070,5208,2012-05-27,96,OZ,1,4.29
86246,205,63,6312,102500020,16487,2012-05-27,59,OZ,1,2.99
86246,205,36,3612,104113040,17690,2012-05-27,128,OZ,1,1.29
86246,205,63,6316,102100020,2321,2012-05-27,16,OZ,1,2.89
86246,205,36,3611,108265787,4687,2012-05-27,101.4,OZ,1,1.39
86246,205,18,1890,105209252,43069,2012-05-27,2,CT,1,1
86246,205,97,9799,104815545,14363,2012-05-27,2,OZ,1,1
86246,205,64,6408,108500080,18898,2012-05-27,3,LT,1,18.79
86246,205,9,907,107021070,69929,2012-05-27,24,OZ,1,1.09
86246,205,23,2301,107680878,1393,2012-05-27,16,OZ,1,1.59
86246,205,51,5116,104113040,21174,2012-05-27,33.5,OZ,1,5.59
86246,205,81,8101,102820020,11186,2012-05-27,1,CT,1,4.77
86246,205,8,807,102100020,9886,2012-05-27,18,OZ,1,1.79
86246,205,21,2117,102500020,11749,2012-05-27,67.5,OZ,1,3.59
86246,205,9,902,103010030,45064,2012-05-27,15,OZ,1,4.19
86246,205,71,7113,1088348484,22292,2012-05-27,13.5,OZ,1,2.99
86246,205,4,405,1076020373,55784,2012-05-27,9,OZ,1,1
86246,205,69,6903,104815545,13864,2012-05-27,10,OZ,1,1
86246,205,16,1604,102200020,13228,2012-05-27,14,CT,1,1.29
86246,205,69,6903,104815545,13864,2012-05-27,4.8,OZ,1,1
86246,205,4,405,1076020373,55612,2012-05-27,9,OZ,1,1
86246,205,8,814,104113040,2982,2012-05-27,15,OZ,1,2.89
86246,205,8,814,104156545,13412,2012-05-27,16,OZ,1,2.99
86246,205,6,610,104900040,6869,2012-05-27,16,OZ,1,1.59
86246,205,4,418,103400030,8247,2012-05-27,9.3,OZ,1,4.89
86246,205,58,5823,107367575,3012,2012-05-28,5,OZ,1,0.99
86246,205,54,5403,107750777,9469,2012-05-28,4,OZ,1,1
86246,205,64,6408,108500080,18898,2012-05-28,3,LT,1,18.79
86246,205,9,907,107021070,69929,2012-05-28,11,OZ,2,2.18
86246,205,63,6315,101116616,15266,2012-05-28,64,OZ,1,2.69
86246,205,55,5559,107756777,14286,2012-05-28,19.8,OZ,1,3.19
86246,205,64,6410,1068474666,45426,2012-05-28,6.8,OZ,2,3.98
86246,205,8,801,101116616,15266,2012-05-28,24,OZ,1,1.29
86246,205,63,6315,101116616,15266,2012-05-28,16,OZ,1,1.09
86246,205,56,5615,101116616,15266,2012-05-28,8,OZ,1,2.99
86246,205,58,5824,107590070,2073,2012-05-28,19,OZ,2,9.98
86246,205,9,908,107626575,35996,2012-05-28,18,OZ,1,3.29
86246,205,51,5122,107750777,97998,2012-05-28,2.25,OZ,1,1
86246,205,6,610,1087627484,68727,2012-05-28,2,OZ,3,3
86246,205,26,2609,104116343,8435,2012-05-29,40,CT,1,1.3
86246,205,99,9908,103338333,33170,2012-05-29,80,OZ,1,2.99
86246,205,58,5814,104470040,10837,2012-05-29,4.2,OZ,1,2.19
86246,205,9,911,104113040,15294,2012-05-29,1.75,OZ,1,1.49
86246,205,59,5907,102700020,2012,2012-05-29,15,OZ,1,1.89
86246,205,0,0,10000,0,2012-05-29,0,,1,-0.81
86246,205,33,3310,107448878,16705,2012-05-29,1.75,OZ,1,0.5
86246,205,5,501,104240040,40317,2012-05-29,21,OZ,1,3.39
86246,205,38,3801,101116616,15266,2012-05-29,5,LB,1,3.89
86246,205,63,6320,103726232,84645,2012-05-31,12,CT,1,1.79
86246,205,36,3612,104113040,17690,2012-05-31,128,OZ,1,1.09
86246,205,25,2503,101116616,15266,2012-05-31,15,OZ,1,4.29
86246,205,39,3903,103000030,1058,2012-05-31,24,OZ,1,4.59
86246,205,58,5814,104470040,10837,2012-05-31,4.4,OZ,1,2.19
86246,205,99,9904,103338333,33170,2012-05-31,16,OZ,1,2.99
86246,205,19,1908,105150050,9189,2012-05-31,40,OZ,1,8.49
86246,205,44,4404,107045979,12587,2012-05-31,11.25,OZ,1,3.19
86246,205,59,5907,104060040,12119,2012-05-31,16,OZ,2,2.58
86246,205,10,1010,105150050,16728,2012-05-31,12,OZ,3,8.37
86246,205,18,1890,107472979,52547,2012-05-31,1,CT,2,2
86246,205,2,201,1064420969,5345,2012-05-31,16.5,OZ,1,1.99
86246,205,58,5814,102781525,885,2012-05-31,11.7,OZ,1,2.5
86246,205,16,1604,102200020,6021,2012-05-31,15,CT,1,1.29
86246,205,2,214,103000030,1058,2012-05-31,32,OZ,2,5.98
86246,205,14,1410,107020070,11244,2012-05-31,14,OZ,2,4.38
86246,205,7,702,102550020,6550,2012-05-31,8,OZ,1,6.49
86246,205,5,518,101600010,3331,2012-05-31,8.5,OZ,1,3.59
86246,205,3,311,1064420969,5345,2012-05-31,16,OZ,1,2.29
86246,205,38,3801,104113040,28204,2012-06-01,4,LB,1,2.79
86246,205,99,9908,103338333,33170,2012-06-01,6,OZ,1,0.99
86246,205,37,3708,101116616,23645,2012-06-01,2,OZ,1,1.09
86246,205,45,4517,102032323,6422,2012-06-01,64,OZ,1,8.99
86246,205,29,2914,105504959,62498,2012-06-01,12,OZ,2,2
86246,205,99,9908,103338333,33170,2012-06-01,4,OZ,1,1.39
86246,205,29,2925,101340010,3912,2012-06-01,32,OZ,1,2.29
86246,205,9,917,104113040,2982,2012-06-01,19.2,OZ,1,2.09
86246,205,32,3202,102700020,19737,2012-06-01,48,OZ,1,4.99
86246,205,97,9753,1022033929,0,2012-06-01,1,CT,1,13.16
86246,205,29,2920,101116616,15266,2012-06-01,13.75,OZ,1,1.65
86246,205,41,4109,105200050,19212,2012-06-01,15,OZ,2,2.16
86246,205,29,2904,101116616,15266,2012-06-01,6.5,OZ,2,3.78
86246,205,99,9908,103338333,33170,2012-06-01,128,OZ,1,3.99
86246,205,28,2803,105410050,19509,2012-06-01,9,OZ,1,1
86246,205,8,810,104113040,2982,2012-06-01,1.25,OZ,1,0.69
86246,205,97,9753,10000,0,2012-06-01,1,CT,2,1.38
86246,205,45,4508,104440040,7504,2012-06-01,24.5,OZ,1,7.19
86246,205,24,2415,103760030,11238,2012-06-01,15,OZ,2,3.98
86246,205,9,970,103070030,68355,2012-06-01,11,OZ,1,1
86246,205,97,9753,1021010525,0,2012-06-01,1,CT,1,10.97
86246,205,51,5124,104830040,13627,2012-06-01,5,OZ,2,1.38
86246,205,56,5620,101116616,15266,2012-06-01,8,OZ,1,2.89
86246,205,5,501,107192373,8508,2012-06-01,7,OZ,1,1
86246,205,25,2503,101116616,15266,2012-06-01,16,OZ,1,3.39
86246,205,41,4108,1088439585,10793,2012-06-01,15,OZ,2,1.98
86246,205,58,5823,101590010,1366,2012-06-01,16,OZ,1,1.79
86246,205,9,911,104113040,15294,2012-06-01,1.75,OZ,1,1.49
86246,205,21,2105,105200050,7054,2012-06-01,32,OZ,2,3.32
86246,205,41,4107,104144343,11130,2012-06-01,27,OZ,1,1.79
86246,205,63,6315,101116616,15266,2012-06-01,128,OZ,1,3.35
86246,205,2,202,1064420969,5345,2012-06-01,18.2,OZ,1,2.29
86246,205,20,2002,105100050,27873,2012-06-01,46,OZ,1,3.39
86246,205,53,5307,102880020,7907,2012-06-01,40,OZ,1,4.59
86246,205,56,5617,101116616,15266,2012-06-01,12,OZ,1,3.4
86246,205,9,908,107731777,33170,2012-06-01,22,OZ,2,11.78
86246,205,58,5827,101590010,1366,2012-06-01,12,OZ,1,2.99
86246,205,45,4515,107374474,12201,2012-06-01,28,OZ,1,7.99
86246,205,58,5815,103760030,8501,2012-06-01,7,OZ,1,3.69
86246,205,8,821,101116616,15266,2012-06-01,10,OZ,1,1.59
86246,205,58,5824,101590010,1366,2012-06-01,40,OZ,1,5.99
86246,205,49,4901,101116616,15266,2012-06-01,32,OZ,1,3.09
86246,205,58,5824,107590070,2073,2012-06-01,19,OZ,1,4.99
86246,205,14,1404,101480010,12021,2012-06-01,48,OZ,1,2.89
86246,205,58,5899,107117474,22410,2012-06-01,16,OZ,1,2.69
86246,205,6,610,1087627484,68727,2012-06-01,2,OZ,1,1
86246,205,59,5907,102740020,16291,2012-06-01,45,OZ,1,4.89
86246,205,13,1306,105150050,14029,2012-06-01,5,LB,1,3.39
86246,205,5,501,104130343,38922,2012-06-01,18,OZ,1,3.09
86246,205,15,1506,101819515,16180,2012-06-01,2.5,OZ,2,3.58
86246,205,2,214,101116616,15266,2012-06-01,32,OZ,1,2.79
86246,205,9,901,1087627484,24123,2012-06-01,12,OZ,1,1
86246,205,8,807,101116616,15266,2012-06-01,28,OZ,1,1.57
86246,205,9,907,107021070,69929,2012-06-01,24,OZ,2,2.18
86246,205,8,809,105100050,2820,2012-06-01,10.5,OZ,2,2
86246,205,9,908,107235979,2011,2012-06-01,10,OZ,2,5.38
86246,205,3,304,1063081262,81851,2012-06-01,7,OZ,1,1
86246,205,12,1202,101116616,15266,2012-06-01,14.75,OZ,1,3.69
86246,205,8,801,102700020,8612,2012-06-01,24,OZ,1,1.54
86246,205,9,908,107235979,2011,2012-06-01,6,OZ,4,5.96
86246,205,72,7210,107666070,6414,2012-06-02,2,OZ,1,5.29
86246,205,99,9908,103338333,33170,2012-06-02,16,OZ,2,4.58
86246,205,63,6315,101116616,15266,2012-06-02,128,OZ,1,3.35
86246,205,41,4109,105200050,19212,2012-06-02,15,OZ,1,1.08
86246,205,59,5902,101116616,15266,2012-06-02,16,OZ,1,3.39
86246,205,56,5620,101116616,15266,2012-06-02,8,OZ,2,5.78
86246,205,33,3302,101116616,15266,2012-06-03,9.9,OZ,1,2.15
86246,205,64,6401,101820010,2510,2012-06-03,216,OZ,1,13.99
86246,205,39,3903,104300040,10654,2012-06-03,24,OZ,1,3.89
86246,205,26,2628,103700030,2248,2012-06-03,1,RL,1,1
86246,205,35,3506,103700030,3068,2012-06-03,120,OZ,1,5.99
86246,205,58,5823,107740070,2500,2012-06-03,2,OZ,1,0.89
86246,205,33,3319,104178040,19154,2012-06-03,9.5,OZ,1,3.49
86246,205,27,2701,101113212,491,2012-06-03,13.2,OZ,2,1.89
86246,205,97,9799,104318040,25919,2012-06-03,1,CT,1,5.35
86246,205,58,5827,107389070,17549,2012-06-03,12,OZ,1,3.99
86246,205,10,1011,101570010,17882,2012-06-03,24,OZ,1,2.99
86246,205,18,1835,104460040,9709,2012-06-03,16.6,LB,1,8.99
86246,205,56,5616,101116616,15266,2012-06-03,8,OZ,1,3.19
86246,205,9,907,107225070,12465,2012-06-03,14,OZ,1,2.59
86246,205,56,5610,107592575,4368,2012-06-03,6,OZ,1,3.19
86246,205,9,907,107225070,12465,2012-06-03,13,OZ,1,2.59
86246,205,64,6401,101820010,2510,2012-06-04,216,OZ,1,13.99
86246,205,99,9904,103338333,33170,2012-06-04,48,OZ,1,3.59
86246,205,63,6315,107996777,31373,2012-06-04,14,OZ,1,1.39
86246,205,56,5611,107176373,54531,2012-06-04,12,OZ,1,3.39
86246,205,29,2914,102100020,19279,2012-06-04,9.4,OZ,1,3.19
86246,205,6,610,1087627484,68727,2012-06-04,2,OZ,2,2
86246,205,27,2713,102310020,3223,2012-06-04,3.5,OZ,2,1.98
86246,205,9,907,107225070,12465,2012-06-04,20,OZ,1,2.99
86246,205,27,2713,101780010,30972,2012-06-04,10,OZ,1,2.29
86246,205,97,9799,1072100373,33170,2012-06-06,1,CT,1,1
86246,205,33,3315,104012949,8952,2012-06-06,2.25,OZ,1,1
86246,205,9,901,1070897171,10653,2012-06-06,13.5,OZ,3,10.47
86246,205,97,9753,1020800020,0,2012-06-06,1,CT,1,5.99
86246,205,29,2904,101530010,13610,2012-06-07,5.1,OZ,2,2
86246,205,24,2415,103760030,11238,2012-06-07,15,OZ,1,1.99
86246,205,56,5615,107592575,4368,2012-06-07,8,OZ,1,3.39
86246,205,64,6408,108500080,26494,2012-06-07,1.5,LT,1,8.99
86246,205,8,830,107005777,13972,2012-06-07,9,OZ,1,2.69
86246,205,9,902,103010030,3744,2012-06-07,16,OZ,1,4.19
86246,205,8,814,103900030,13296,2012-06-07,16,OZ,1,2.79
86246,205,59,5902,103450030,10165,2012-06-08,8,OZ,1,1.89
86246,205,33,3318,104141949,3909,2012-06-08,7,OZ,1,2.29
86246,205,73,7302,104116343,5845,2012-06-08,100,CT,1,6.59
86246,205,28,2806,101116616,15266,2012-06-08,16,OZ,1,2.59
86246,205,63,6315,101116616,15266,2012-06-08,64,OZ,1,2.65
86246,205,29,2914,102100020,9886,2012-06-08,5.5,OZ,1,1.49
86246,205,63,6320,102685525,7667,2012-06-09,12,CT,1,1.49
86246,205,45,4516,107350474,11059,2012-06-09,38.4,OZ,2,17.98
86246,205,26,2628,1067274464,4529,2012-06-09,2,RL,1,1
86246,205,16,1604,102200020,20100,2012-06-09,15,CT,1,1.59
86246,205,64,6401,101820010,2510,2012-06-09,144,OZ,1,9.99
86246,205,6,610,1087627484,68727,2012-06-09,2,OZ,1,1
86246,205,60,6010,101800010,14029,2012-06-09,12,OZ,1,1.69
86246,205,9,922,102430020,10577,2012-06-09,13,OZ,1,3
86246,205,64,6401,101820010,2510,2012-06-09,72,OZ,2,12.38
86246,205,8,807,101340919,17823,2012-06-09,28,OZ,1,3.69
86246,205,19,1905,104113040,28204,2012-06-09,32,OZ,1,1.99
86246,205,36,3632,107185474,74108,2012-06-09,144,OZ,1,3.29
86246,205,81,8101,102820020,11186,2012-06-09,1,CT,1,3.89
86246,205,36,3634,105200050,14597,2012-06-09,24,OZ,4,5.56
86246,205,58,5827,107367575,3012,2012-06-09,12,OZ,1,2.99
86246,205,36,3632,107185474,74108,2012-06-09,20,OZ,1,1
86246,205,36,3630,107800070,5208,2012-06-09,67.6,OZ,1,1.69
86246,205,36,3626,104900040,17186,2012-06-09,67.6,OZ,1,1.89
86246,205,64,6401,101820010,11616,2012-06-10,72,OZ,1,6.29
86246,205,36,3633,109879494,17367,2012-06-10,48,OZ,1,3.59
86246,205,18,1835,104460040,9709,2012-06-10,8.3,LB,1,7.19
86246,205,36,3618,101200010,23361,2012-06-10,20,OZ,1,1.59
86246,205,97,9753,10000,0,2012-06-10,1,CT,7,4.83
86246,205,40,4004,104790040,10865,2012-06-10,6,OZ,1,2.69
86246,205,58,5814,104660040,885,2012-06-10,2.9,OZ,5,6.25
86246,205,55,5558,104113040,84481,2012-06-10,18.4,OZ,1,2.69
86246,205,63,6320,102685525,7667,2012-06-10,12,CT,1,1.69
86246,205,9,901,1087627484,24123,2012-06-10,12,OZ,1,1
86246,205,26,2609,1068639060,19204,2012-06-10,40,CT,1,1
86246,205,51,5125,1071785474,11614,2012-06-10,8,OZ,2,3.39
86246,205,74,7407,1079336676,13414,2012-06-10,3,CT,1,1
86246,205,9,922,101290010,17055,2012-06-10,5,OZ,1,1.99
86246,205,63,6315,101116616,15266,2012-06-10,64,OZ,1,2.65
86246,205,55,5556,104113040,28204,2012-06-10,128,OZ,1,5.49
86246,205,97,9753,1020717121,0,2012-06-10,1,CT,1,6.07
86246,205,14,1417,107402777,14200,2012-06-10,10,OZ,2,2
86246,205,18,1836,104460040,9709,2012-06-10,32,OZ,1,4.19
86246,205,43,4302,101116616,15266,2012-06-10,7,OZ,1,2.19
86246,205,63,6315,101116616,15266,2012-06-10,128,OZ,1,3.35
86246,205,9,902,107641070,10160,2012-06-10,7.33,OZ,1,1.89
86246,205,63,6305,102500020,16489,2012-06-10,59,OZ,1,4.89
86246,205,51,5128,1071785474,11614,2012-06-10,8,OZ,3,4.69
86246,205,9,907,107021070,69929,2012-06-10,11,OZ,2,2.18
86246,205,9,907,107021070,69929,2012-06-10,24,OZ,1,1.09
86246,205,64,6409,104198545,4071,2012-06-11,1.5,LT,1,7.79
86246,205,55,5556,104113040,28204,2012-06-11,128,OZ,1,5.49
86246,205,26,2634,103600030,4139,2012-06-11,4,RL,2,8.18
86246,205,5,501,104240040,40317,2012-06-11,21,OZ,1,3.39
86246,205,21,2105,105200050,7054,2012-06-11,32,OZ,3,4.98
86246,205,44,4404,104593747,708,2012-06-11,24,OZ,1,4.59
86246,205,64,6401,101820010,2510,2012-06-12,144,OZ,1,9.89
86246,205,97,9753,1022042626,0,2012-06-12,1,CT,1,4.53
86246,205,63,6315,101116616,15266,2012-06-12,32,OZ,1,1.59
86246,205,9,907,107021070,69929,2012-06-13,24,OZ,1,1.09
86246,205,81,8101,101230010,19956,2012-06-13,1,CT,3,12.87
86246,205,8,818,105100050,14403,2012-06-13,14,OZ,1,1.99
86246,205,67,6702,104815545,13864,2012-06-13,15,OZ,1,1
86246,205,38,3801,104920040,5098,2012-06-13,2,LB,1,1.89
86246,205,39,3903,101116616,15266,2012-06-13,16,OZ,1,3.49
86246,205,27,2702,107910070,33128,2012-06-14,4,LB,1,5.89
86246,205,36,3604,107297979,16095,2012-06-14,67.6,OZ,1,1.89
86246,205,27,2704,103810030,29945,2012-06-14,6,OZ,1,3.99
86246,205,57,5704,107047070,20230,2012-06-15,6,OZ,2,1.5
86246,205,33,3307,101116616,15266,2012-06-15,16,OZ,1,3.99
86246,205,99,9908,103338333,33170,2012-06-15,16,OZ,1,2.29
86246,205,12,1205,108000080,17292,2012-06-15,6.4,OZ,2,5.98
86246,205,99,9904,103338333,33170,2012-06-15,16,OZ,1,2.99
86246,205,9,902,103010030,3744,2012-06-15,15,OZ,1,4.19
86246,205,63,6323,104190040,3522,2012-06-16,12,OZ,2,2.98
86246,205,97,9781,10000,8255,2012-06-16,1,CT,1,7.05
86246,205,18,1835,104460040,9709,2012-06-16,2,LB,1,2.49
86246,205,55,5556,104113040,28204,2012-06-16,128,OZ,1,5.49
86246,205,71,7102,104815545,13864,2012-06-16,15,OZ,1,1
86246,205,7,703,1076211171,17286,2012-06-16,0.93,OZ,1,7.09
86246,205,59,5902,103450030,10165,2012-06-16,8,OZ,1,1.89
86246,205,9,908,103354737,83939,2012-06-16,18,OZ,1,3.99
86246,205,64,6409,104198545,4071,2012-06-16,1.5,LT,1,7.79
86246,205,5,519,103000030,14760,2012-06-16,12.3,OZ,1,3.99
86246,205,21,2111,104175545,26430,2012-06-16,32,OZ,1,6.15
86246,205,16,1604,102200020,6021,2012-06-16,15,CT,1,1.29
86246,205,97,9753,1020011121,0,2012-06-16,1,CT,1,0.75
86246,205,4,416,103400030,44358,2012-06-16,1.55,OZ,1,0.99
86246,205,63,6315,101116616,15266,2012-06-16,16,OZ,1,1.09
86246,205,9,920,107978373,1081,2012-06-16,7.4,OZ,1,1.29
86246,205,59,5907,101116616,15266,2012-06-16,32,OZ,1,2.89
86246,205,6,601,107092070,17882,2012-06-16,7.3,OZ,1,2.79
86246,205,56,5620,101116616,15266,2012-06-16,8,OZ,1,2.79
86246,205,5,501,104240040,40317,2012-06-16,21,OZ,1,3.39
86246,205,33,3303,104166444,7179,2012-06-16,16,OZ,1,3.49
86246,205,99,9908,103338333,33170,2012-06-17,8,OZ,2,4.18
86246,205,33,3303,104166444,7179,2012-06-17,16,OZ,2,6.98
86246,205,54,5401,101116616,15266,2012-06-17,19.75,OZ,1,4.39
86246,205,30,3001,102100020,11761,2012-06-17,30,OZ,1,5.79
86246,205,99,9904,1078035373,53977,2012-06-17,16,OZ,2,5.98
86246,205,32,3202,101116616,15266,2012-06-17,128,OZ,1,12.09
86246,205,9,917,104113040,2982,2012-06-17,10,OZ,2,3.98
86246,205,33,3308,104178040,19154,2012-06-17,4.25,OZ,1,1.69
86246,205,99,9904,103338333,33170,2012-06-17,48,OZ,1,3.59
86246,205,29,2914,101116616,15266,2012-06-17,7.25,OZ,3,3.57
86246,205,54,5401,103800030,5618,2012-06-17,10.9,OZ,1,2.89
86246,205,33,3305,102840020,18584,2012-06-17,13,OZ,2,7.98
86246,205,97,9753,1022033626,0,2012-06-17,1,CT,2,24.09
86246,205,33,3305,102840020,5141,2012-06-17,11.5,OZ,1,4.29
86246,205,8,810,105210050,11382,2012-06-17,1.25,OZ,2,2.58
86246,205,28,2806,10930090,12157,2012-06-17,128,OZ,1,6.79
86246,205,99,9908,103338333,33170,2012-06-17,128,OZ,1,3.99
86246,205,36,3618,101200010,23361,2012-06-17,20,OZ,1,1.59
86246,205,56,5610,101116616,15266,2012-06-17,8,OZ,1,2.99
86246,205,37,3709,104178949,11224,2012-06-17,2.25,OZ,9,4.5
86246,205,9,907,107763373,17614,2012-06-17,20,OZ,1,2.79
86246,205,38,3802,104920040,5098,2012-06-17,1,LB,1,1.19
86246,205,45,4517,102032323,6422,2012-06-17,64,OZ,1,8.99
86246,205,36,3611,106827464,30855,2012-06-17,405.6,OZ,1,5.89
86246,205,8,818,103620030,14868,2012-06-17,24,OZ,4,10.6
86246,205,38,3801,104130343,38922,2012-06-17,4,LB,1,2.79
86246,205,49,4901,101116616,15266,2012-06-17,32,OZ,1,6.09
86246,205,33,3318,104166444,7179,2012-06-17,10,OZ,1,1.99
86246,205,14,1411,103890030,5072,2012-06-17,20,OZ,2,3.78
86246,205,36,3611,108265787,4687,2012-06-17,101.4,OZ,3,3.42
86246,205,53,5309,101450010,20864,2012-06-17,4,CT,2,4.38
86246,205,33,3313,104178040,19154,2012-06-17,8.5,OZ,2,5.98
86246,205,4,418,103400030,15113,2012-06-17,4.4,OZ,1,1.89
86246,205,36,3632,101480010,8019,2012-06-17,128,OZ,2,6.38
86246,205,11,1112,102898929,26666,2012-06-17,9,OZ,1,4.59
86246,205,64,6408,108500080,26494,2012-06-17,1.5,LT,2,17.98
86246,205,7,707,104300040,11339,2012-06-17,11.5,OZ,1,4.09
86246,205,19,1904,101116616,15266,2012-06-17,12,OZ,1,3.69
86246,205,11,1112,102898929,26666,2012-06-17,8,OZ,1,4.59
86246,205,63,6320,102685525,7667,2012-06-17,12,CT,2,3.18
86246,205,8,836,101116616,15266,2012-06-17,16,OZ,1,1.29
86246,205,60,6010,101116616,15266,2012-06-17,30,OZ,1,2.99
86246,205,9,902,104130343,38922,2012-06-17,14.4,OZ,1,2.99
86246,205,63,6316,107342070,4529,2012-06-17,16,OZ,1,2.69
86246,205,8,801,101300010,8164,2012-06-17,14,OZ,1,1.79
86246,205,18,1890,105209252,43069,2012-06-17,2,CT,1,1
86246,205,9,914,104980040,33170,2012-06-17,12,OZ,1,2.29
